institution,course_name,url,year,module_name,credits,type,bucket_1,bucket_2
Royal Holloway,LLB (hons) law with international relations with a year in industry,https://www.royalholloway.ac.uk/studying-here/undergraduate/law/law-with-international-relations-with-a-year-in-industry/,Year 4,Company Law,,,Law,
Royal Holloway,LLB (hons) law with international relations with a year in industry,https://www.royalholloway.ac.uk/studying-here/undergraduate/law/law-with-international-relations-with-a-year-in-industry/,Year 4,Medical Law,,,Law,
Royal Holloway,LLB (hons) law with international relations with a year in industry,https://www.royalholloway.ac.uk/studying-here/undergraduate/law/law-with-international-relations-with-a-year-in-industry/,Year 4,Advocacy and Court Practice,,,Law,
Royal Holloway,LLB (hons) law with international relations with a year in industry,https://www.royalholloway.ac.uk/studying-here/undergraduate/law/law-with-international-relations-with-a-year-in-industry/,Year 4,Law of Evidence,,,Law,
Royal Holloway,LLB (hons) law with international relations with a year in industry,https://www.royalholloway.ac.uk/studying-here/undergraduate/law/law-with-international-relations-with-a-year-in-industry/,Year 4,International and Comparative Human Rights Law,,,Law,Human Rights & Humanitarianism
Royal Holloway,LLB (hons) law with international relations with a year in industry,https://www.royalholloway.ac.uk/studying-here/undergraduate/law/law-with-international-relations-with-a-year-in-industry/,Year 4,Public International Law,,,Law,
Royal Holloway,LLB (hons) law with international relations with a year in industry,https://www.royalholloway.ac.uk/studying-here/undergraduate/law/law-with-international-relations-with-a-year-in-industry/,Year 4,Family Law,,,Law,
Royal Holloway,LLB (hons) law with international relations with a year in industry,https://www.royalholloway.ac.uk/studying-here/undergraduate/law/law-with-international-relations-with-a-year-in-industry/,Year 4,Jurisprudence,,,Law,Political Theory & Philosophy
Royal Holloway,LLB (hons) law with international relations with a year in industry,https://www.royalholloway.ac.uk/studying-here/undergraduate/law/law-with-international-relations-with-a-year-in-industry/,Year 4,Intellectual Property Law,,,Law,
Royal Holloway,LLB (hons) law with international relations with a year in industry,https://www.royalholloway.ac.uk/studying-here/undergraduate/law/law-with-international-relations-with-a-year-in-industry/,Year 4,The Politics of Africa,,,Regional & Area Studies,
Royal Holloway,LLB (hons) law with international relations with a year in industry,https://www.royalholloway.ac.uk/studying-here/undergraduate/law/law-with-international-relations-with-a-year-in-industry/,Year 4,Defence in the Post-Cold War World,,,Security & Conflict,
Royal Holloway,LLB (hons) law with international relations with a year in industry,https://www.royalholloway.ac.uk/studying-here/undergraduate/law/law-with-international-relations-with-a-year-in-industry/,Year 4,Understanding China's Rise: Domestic Politics and Foreign Policy,,,Regional & Area Studies,Diplomacy & Foreign Policy
Royal Holloway,LLB (hons) law with international relations with a year in industry,https://www.royalholloway.ac.uk/studying-here/undergraduate/law/law-with-international-relations-with-a-year-in-industry/,Year 4,Refugees and Migration in World Politics,,,Human Rights & Humanitarianism,
SOAS,BA (hons) international relations,https://www.soas.ac.uk/study/find-course/ba-international-relations,Year 1,Introduction to Global History 1,15,,Sociology & History,
SOAS,BA (hons) international relations,https://www.soas.ac.uk/study/find-course/ba-international-relations,Year 1,Introduction to Global History 2,15,,Sociology & History,
SOAS,BA (hons) international relations,https://www.soas.ac.uk/study/find-course/ba-international-relations,Year 1,Introduction to International Relations I,15,,IR Theory & Global Order,
SOAS,BA (hons) international relations,https://www.soas.ac.uk/study/find-course/ba-international-relations,Year 1,Introduction to International Relations II,15,,IR Theory & Global Order,
SOAS,BA (hons) international relations,https://www.soas.ac.uk/study/find-course/ba-international-relations,Year 1,Introduction to Political Analysis I,15,,Political Theory & Philosophy,
SOAS,BA (hons) international relations,https://www.soas.ac.uk/study/find-course/ba-international-relations,Year 1,Introduction to Political Analysis II,15,,Political Theory & Philosophy,
SOAS,BA (hons) international relations,https://www.soas.ac.uk/study/find-course/ba-international-relations,Year 1,Introduction to Comparative Politics I,15,,Comparative & British Politics,
SOAS,BA (hons) international relations,https://www.soas.ac.uk/study/find-course/ba-international-relations,Year 1,Introduction to Comparative Politics II,15,,Comparative & British Politics,
SOAS,BA (hons) international relations,https://www.soas.ac.uk/study/find-course/ba-international-relations,Year 1,Introduction to Political Economy 1,15,,International Political Economy,
SOAS,BA (hons) international relations,https://www.soas.ac.uk/study/find-course/ba-international-relations,Year 1,Introduction to Political Economy 2,15,,International Political Economy,
SOAS,BA (hons) international relations,https://www.soas.ac.uk/study/find-course/ba-international-relations,Year 1,Introduction to Political Theory 1,15,,Political Theory & Philosophy,
SOAS,BA (hons) international relations,https://www.soas.ac.uk/study/find-course/ba-international-relations,Year 1,Introduction to Political Theory 2,15,,Political Theory & Philosophy,
SOAS,BA (hons) international relations,https://www.soas.ac.uk/study/find-course/ba-international-relations,Year 2,Introduction to Research Methods,15,,Research Methods & Dissertation,
SOAS,BA (hons) international relations,https://www.soas.ac.uk/study/find-course/ba-international-relations,Year 2,International Institutions and World Politics,15,,IR Theory & Global Order,Diplomacy & Foreign Policy
SOAS,BA (hons) international relations,https://www.soas.ac.uk/study/find-course/ba-international-relations,Year 2,Politics of the World Economy,15,,International Political Economy,
SOAS,BA (hons) international relations,https://www.soas.ac.uk/study/find-course/ba-international-relations,Year 2,Postcolonial Theory,15,,Political Theory & Philosophy,IR Theory & Global Order
SOAS,BA (hons) international relations,https://www.soas.ac.uk/study/find-course/ba-international-relations,Year 2,Religion and World Politics,15,,IR Theory & Global Order,
SOAS,BA (hons) international relations,https://www.soas.ac.uk/study/find-course/ba-international-relations,Year 2,War and the International,15,,Security & Conflict,
SOAS,BA (hons) international relations,https://www.soas.ac.uk/study/find-course/ba-international-relations,Year 2,International Relations of South Asia,15,,Regional & Area Studies,
SOAS,BA (hons) international relations,https://www.soas.ac.uk/study/find-course/ba-international-relations,Year 2,Globalising East Asia,15,,Regional & Area Studies,IR Theory & Global Order
SOAS,BA (hons) international relations,https://www.soas.ac.uk/study/find-course/ba-international-relations,Year 2,International Relations of East Asia,15,,Regional & Area Studies,
SOAS,BA (hons) international relations,https://www.soas.ac.uk/study/find-course/ba-international-relations,Year 2,International Relations of Africa 1,15,,Regional & Area Studies,
SOAS,BA (hons) international relations,https://www.soas.ac.uk/study/find-course/ba-international-relations,Year 2,International Relations of Africa 2,15,,Regional & Area Studies,
SOAS,BA (hons) international relations,https://www.soas.ac.uk/study/find-course/ba-international-relations,Year 2,International Relations of the Middle East 1,15,,Regional & Area Studies,
SOAS,BA (hons) international relations,https://www.soas.ac.uk/study/find-course/ba-international-relations,Year 2,International Relations of the Middle East 2,15,,Regional & Area Studies,
SOAS,BA (hons) international relations,https://www.soas.ac.uk/study/find-course/ba-international-relations,Year 2,Government and Politics of Southeast Asia I,15,,Regional & Area Studies,
SOAS,BA (hons) international relations,https://www.soas.ac.uk/study/find-course/ba-international-relations,Year 2,Government and Politics of Southeast Asia II,15,,Regional & Area Studies,
SOAS,BA (hons) international relations,https://www.soas.ac.uk/study/find-course/ba-international-relations,Year 2,Politics of Development,15,,International Political Economy,
SOAS,BA (hons) international relations,https://www.soas.ac.uk/study/find-course/ba-international-relations,Year 2,Politics of Nationalism,15,,"Gender, Identity & Society",
SOAS,BA (hons) international relations,https://www.soas.ac.uk/study/find-course/ba-international-relations,Year 2,Concepts in Political Theory,15,,Political Theory & Philosophy,
SOAS,BA (hons) international relations,https://www.soas.ac.uk/study/find-course/ba-international-relations,Year 3,Globalisation and Global Governance,15,,IR Theory & Global Order,
SOAS,BA (hons) international relations,https://www.soas.ac.uk/study/find-course/ba-international-relations,Year 3,The Politics of Global Migration,15,,Human Rights & Humanitarianism,
SOAS,BA (hons) international relations,https://www.soas.ac.uk/study/find-course/ba-international-relations,Year 3,Critical Security Studies,15,,Security & Conflict,
SOAS,BA (hons) international relations,https://www.soas.ac.uk/study/find-course/ba-international-relations,Year 3,Decolonising World Politics,15,,IR Theory & Global Order,
SOAS,BA (hons) international relations,https://www.soas.ac.uk/study/find-course/ba-international-relations,Year 3,Foreign Policy Analysis,15,,Diplomacy & Foreign Policy,
SOAS,BA (hons) international relations,https://www.soas.ac.uk/study/find-course/ba-international-relations,Year 3,Politics of Gender,15,,"Gender, Identity & Society",
SOAS,BA (hons) international relations,https://www.soas.ac.uk/study/find-course/ba-international-relations,Year 3,Politics of Culture,15,,"Media, Communication & Culture",
SOAS,BA (hons) international relations,https://www.soas.ac.uk/study/find-course/ba-international-relations,Year 3,Palestine/Israel and the International,15,,Regional & Area Studies,Security & Conflict
SOAS,BA (hons) international relations,https://www.soas.ac.uk/study/find-course/ba-international-relations,Year 3,"Republicanism, Empire and Revolution",15,,Political Theory & Philosophy,Sociology & History
SOAS,BA (hons) international relations,https://www.soas.ac.uk/study/find-course/ba-international-relations,Year 3,Taiwan's International and Cross-Strait Relations,15,,Regional & Area Studies,Diplomacy & Foreign Policy
SOAS,BA (hons) international relations,https://www.soas.ac.uk/study/find-course/ba-international-relations,Year 3,Final Year Project in Politics and International Relations,30,,Research Methods & Dissertation,
SOAS,BA (hons) international relations,https://www.soas.ac.uk/study/find-course/ba-international-relations,Year 3,Islam and Democracy,15,,Comparative & British Politics,Regional & Area Studies
SOAS,BA (hons) international relations,https://www.soas.ac.uk/study/find-course/ba-international-relations,Year 3,"Conflict, Rights and Justice",15,,Security & Conflict,Human Rights & Humanitarianism
